order_id,sku,quantity,unit_price,line_total
OC000019,SKU000110,34,10684.78,363282.52
OC000020,SKU000085,60,11049.14,662948.4
OC000020,SKU000211,99,22290.32,2206741.68
OC000021,SKU000404,62,35274.56,2187022.72
OC000021,SKU000320,14,12132.18,169850.52
OC000021,SKU000437,38,26322.78,1000265.64
OC000021,SKU000445,54,17291.99,933767.46
OC000021,SKU000361,11,9895.47,108850.17
OC000021,SKU000162,15,38656.49,579847.35
OC000021,SKU000308,94,2011.33,189065.02
OC000021,SKU000303,19,47326.02,899194.38
OC000022,SKU000077,27,13802.41,372665.07
OC000022,SKU000053,67,43864.22,2938902.74
OC000023,SKU000374,90,14581.58,1312342.2
OC000023,SKU000046,58,9050.1,524905.8
OC000023,SKU000467,41,28163.06,1154685.46
OC000023,SKU000134,9,20485.03,184365.27
OC000023,SKU000378,39,4593.45,179144.55
OC000023,SKU000014,6,48452.91,290717.46
OC000023,SKU000048,91,42943.8,3907885.8
OC000023,SKU000221,15,8794.89,131923.35
OC000024,SKU000054,14,2009.03,28126.42
OC000024,SKU000126,87,5792.95,503986.65
OC000024,SKU000326,22,1927.38,42402.36
OC000024,SKU000202,95,29269.55,2780607.25
OC000024,SKU000450,32,9005.83,288186.56
OC000024,SKU000469,67,46119.08,3089978.36
OC000024,SKU000384,23,3769.23,86692.29
OC000024,SKU000482,71,19054.0,1352834.0
OC000025,SKU000492,52,25160.58,1308350.16
OC000025,SKU000294,81,20601.84,1668749.04
OC000025,SKU000491,24,26517.94,636430.56
OC000025,SKU000238,24,29364.61,704750.64
OC000025,SKU000457,82,12312.23,1009602.86
OC000025,SKU000215,85,39361.05,3345689.25
OC000025,SKU000315,56,30779.0,1723624.0
OC000025,SKU000213,51,19967.17,1018325.67
OC000026,SKU000254,50,10300.71,515035.5
OC000026,SKU000473,1,10669.21,10669.21
OC000026,SKU000003,91,3642.55,331472.05
OC000026,SKU000492,28,25160.58,704496.24
OC000026,SKU000213,27,19967.17,539113.59
OC000026,SKU000215,36,39361.05,1416997.8
OC000026,SKU000399,97,35318.18,3425863.46
OC000026,SKU000408,91,14452.75,1315200.25
OC000027,SKU000068,69,12317.64,849917.16
OC000028,SKU000054,59,2009.03,118532.77
OC000029,SKU000449,41,18844.71,772633.11
OC000029,SKU000051,77,43231.21,3328803.17
OC000029,SKU000064,50,22163.77,1108188.5
OC000029,SKU000426,79,30586.63,2416343.77
OC000029,SKU000293,51,8196.14,418003.14
OC000030,SKU000169,80,24816.9,1985352.0
OC000030,SKU000017,23,46333.25,1065664.75
OC000030,SKU000352,87,39539.62,3439946.94
OC000031,SKU000324,87,10159.39,883866.93
OC000031,SKU000032,18,46594.63,838703.34
OC000032,SKU000171,15,865.85,12987.75
OC000032,SKU000202,24,29269.55,702469.2
OC000032,SKU000358,48,25192.9,1209259.2
OC000032,SKU000035,89,34406.11,3062143.79
OC000032,SKU000062,19,27442.07,521399.33
OC000032,SKU000426,66,30586.63,2018717.58
OC000032,SKU000103,50,41134.31,2056715.5
OC000032,SKU000005,54,13996.02,755785.08
OC000032,SKU000347,77,6219.61,478909.97
OC000032,SKU000438,18,3181.73,57271.14
OC000032,SKU000248,74,18565.65,1373858.1
OC000032,SKU000218,50,42934.47,2146723.5
OC000032,SKU000353,55,23423.55,1288295.25
OC000032,SKU000070,24,20042.68,481024.32
OC000032,SKU000421,63,14989.77,944355.51
OC000033,SKU000368,37,3741.35,138429.95
OC000033,SKU000160,18,49014.21,882255.78
OC000033,SKU000369,24,20839.53,500148.72
OC000034,SKU000378,46,4593.45,211298.7
OC000035,SKU000380,25,14139.68,353492.0
OC000035,SKU000102,50,25347.44,1267372.0
OC000036,SKU000499,54,31873.73,1721181.42
OC000036,SKU000408,91,14452.75,1315200.25
OC000036,SKU000016,57,8315.39,473977.23
OC000036,SKU000425,63,36857.23,2322005.49
OC000036,SKU000392,22,18481.05,406583.1
OC000037,SKU000415,38,20404.68,775377.84
OC000037,SKU000344,5,36810.18,184050.9
OC000037,SKU000113,36,34561.41,1244210.76
OC000037,SKU000383,29,20089.02,582581.58
OC000037,SKU000481,69,14830.1,1023276.9
OC000038,SKU000002,99,1149.61,113811.39
OC000038,SKU000248,64,18565.65,1188201.6
OC000038,SKU000073,71,6753.62,479507.02
OC000038,SKU000067,66,40347.49,2662934.34
OC000038,SKU000103,15,41134.31,617014.65
OC000038,SKU000117,74,13618.73,1007786.02
OC000038,SKU000455,15,30784.67,461770.05
OC000038,SKU000206,35,49796.78,1742887.3
OC000038,SKU000205,100,5922.13,592213.0
OC000038,SKU000264,70,26245.73,1837201.1
OC000038,SKU000468,47,12218.64,574276.08
OC000038,SKU000132,70,31313.2,2191924.0
OC000038,SKU000490,97,429.96,41706.12
OC000038,SKU000246,6,3572.31,21433.86
OC000038,SKU000478,98,40160.55,3935733.9
OC000038,SKU000143,93,1390.66,129331.38
OC000038,SKU000165,57,16688.75,951258.75
OC000038,SKU000480,70,37088.49,2596194.3
OC000038,SKU000064,28,22163.77,620585.56
OC000038,SKU000259,55,23041.74,1267295.7
OC000038,SKU000010,14,20190.8,282671.2
OC000038,SKU000495,95,39767.32,3777895.4
OC000038,SKU000087,84,45985.13,3862750.92
OC000038,SKU000400,97,26321.31,2553167.07
OC000038,SKU000442,32,22894.24,732615.68
OC000039,SKU000274,12,1976.6,23719.2
OC000039,SKU000322,57,49042.88,2795444.16
OC000039,SKU000423,16,13714.57,219433.12
OC000039,SKU000064,100,22163.77,2216377.0
OC000039,SKU000085,31,11049.14,342523.34
OC000040,SKU000473,81,10669.21,864206.01
OC000040,SKU000311,55,38831.01,2135705.55
OC000040,SKU000495,22,39767.32,874881.04
OC000040,SKU000173,79,32526.85,2569621.15
OC000040,SKU000314,18,35955.36,647196.48
OC000041,SKU000219,45,39945.84,1797562.8
OC000041,SKU000218,69,42934.47,2962478.43
OC000041,SKU000417,36,32330.31,1163891.16
OC000042,SKU000331,91,40077.29,3647033.39
OC000042,SKU000371,38,48771.17,1853304.46
OC000043,SKU000285,87,48388.06,4209761.22
OC000043,SKU000201,13,26874.96,349374.48
OC000043,SKU000051,18,43231.21,778161.78
OC000043,SKU000465,97,18885.36,1831879.92
OC000043,SKU000250,53,22211.34,1177201.02
OC000044,SKU000305,84,25150.16,2112613.44
OC000044,SKU000136,17,34400.51,584808.67
OC000044,SKU000049,90,17547.96,1579316.4
OC000044,SKU000389,17,7532.14,128046.38
OC000044,SKU000098,32,28976.37,927243.84
OC000045,SKU000218,87,42934.47,3735298.89
OC000045,SKU000328,51,6311.3,321876.3
OC000045,SKU000298,63,38928.39,2452488.57
OC000046,SKU000086,58,19503.97,1131230.26
OC000046,SKU000003,10,3642.55,36425.5
OC000046,SKU000486,82,26244.83,2152076.06
OC000046,SKU000457,99,12312.23,1218910.77
OC000046,SKU000021,12,48042.87,576514.44
OC000046,SKU000254,52,10300.71,535636.92
OC000046,SKU000425,66,36857.23,2432577.18
OC000046,SKU000213,96,19967.17,1916848.32
OC000047,SKU000343,42,32513.08,1365549.36
OC000047,SKU000209,75,32780.6,2458545.0
OC000047,SKU000088,1,4288.98,4288.98
OC000048,SKU000253,82,2366.33,194039.06
OC000048,SKU000057,86,18274.65,1571619.9
OC000048,SKU000164,90,43276.5,3894885.0
OC000049,SKU000114,28,4743.36,132814.08
OC000049,SKU000491,55,26517.94,1458486.7
OC000049,SKU000490,28,429.96,12038.88
OC000050,SKU000310,71,12870.6,913812.6
OC000050,SKU000114,74,4743.36,351008.64
OC000050,SKU000068,17,12317.64,209399.88
OC000050,SKU000425,73,36857.23,2690577.79
OC000050,SKU000499,63,31873.73,2008044.99
OC000051,SKU000072,59,2605.9,153748.1
OC000051,SKU000226,3,42380.2,127140.6
OC000051,SKU000395,16,8608.55,137736.8
OC000051,SKU000211,21,22290.32,468096.72
OC000051,SKU000368,57,3741.35,213256.95
OC000051,SKU000127,59,3796.7,224005.3
OC000051,SKU000225,1,32202.7,32202.7
OC000051,SKU000145,55,45812.03,2519661.65
OC000051,SKU000153,26,38023.53,988611.78
OC000051,SKU000272,89,31606.12,2812944.68
OC000051,SKU000208,17,18613.47,316428.99
OC000051,SKU000233,84,19996.64,1679717.76
OC000051,SKU000001,39,6138.11,239386.29
OC000051,SKU000223,21,38923.05,817384.05
OC000051,SKU000274,36,1976.6,71157.6
OC000051,SKU000276,12,29058.44,348701.28
OC000051,SKU000070,84,20042.68,1683585.12
OC000051,SKU000309,47,22485.21,1056804.87
OC000051,SKU000400,33,26321.31,868603.23
OC000051,SKU000081,11,20847.13,229318.43
OC000051,SKU000262,48,41618.09,1997668.32
OC000051,SKU000270,86,23251.26,1999608.36
OC000051,SKU000256,84,37376.0,3139584.0
OC000051,SKU000322,22,49042.88,1078943.36
OC000051,SKU000096,7,35003.3,245023.1
OC000052,SKU000486,30,26244.83,787344.9
OC000052,SKU000010,55,20190.8,1110494.0
OC000053,SKU000483,28,12940.61,362337.08
OC000053,SKU000450,62,9005.83,558361.46
OC000053,SKU000454,10,9505.17,95051.7
OC000054,SKU000331,2,40077.29,80154.58
OC000054,SKU000036,2,45276.29,90552.58
OC000055,SKU000295,17,37644.32,639953.44
OC000056,SKU000221,14,8794.89,123128.46
OC000056,SKU000418,14,45670.16,639382.24
OC000056,SKU000397,41,22107.82,906420.62
OC000056,SKU000184,48,44955.54,2157865.92
OC000056,SKU000467,39,28163.06,1098359.34
OC000057,SKU000297,87,33947.51,2953433.37
OC000057,SKU000370,19,30372.35,577074.65
OC000057,SKU000261,9,20311.11,182799.99
OC000058,SKU000486,57,26244.83,1495955.31
OC000058,SKU000014,45,48452.91,2180380.95
OC000058,SKU000259,93,23041.74,2142881.82
OC000058,SKU000397,28,22107.82,619018.96
OC000058,SKU000489,81,30929.98,2505328.38
OC000059,SKU000068,28,12317.64,344893.92
OC000059,SKU000014,12,48452.91,581434.92
OC000060,SKU000062,16,27442.07,439073.12
OC000060,SKU000385,76,6520.3,495542.8
OC000060,SKU000364,94,4153.02,390383.88
OC000060,SKU000176,50,21755.18,1087759.0
OC000060,SKU000002,45,1149.61,51732.45
OC000060,SKU000351,55,6155.99,338579.45
OC000060,SKU000266,41,26577.18,1089664.38
OC000060,SKU000332,18,30162.42,542923.56
OC000061,SKU000499,77,31873.73,2454277.21
OC000061,SKU000421,93,14989.77,1394048.61
OC000061,SKU000467,78,28163.06,2196718.68
OC000062,SKU000375,85,48138.02,4091731.7
OC000062,SKU000217,39,16495.12,643309.68
OC000062,SKU000412,27,33524.71,905167.17
OC000062,SKU000193,67,45179.84,3027049.28
OC000062,SKU000229,78,13823.3,1078217.4
OC000062,SKU000161,66,19240.94,1269902.04
OC000062,SKU000127,25,3796.7,94917.5
OC000062,SKU000429,96,19240.36,1847074.56
OC000063,SKU000420,31,9396.95,291305.45
OC000063,SKU000342,64,28738.7,1839276.8
OC000063,SKU000235,50,34372.37,1718618.5
OC000063,SKU000116,15,21332.64,319989.6
OC000063,SKU000200,31,4606.11,142789.41
OC000063,SKU000061,64,33898.17,2169482.88
OC000063,SKU000147,82,16732.09,1372031.38
OC000063,SKU000364,77,4153.02,319782.54
OC000063,SKU000277,10,16144.19,161441.9
OC000063,SKU000433,68,31971.7,2174075.6
OC000063,SKU000197,2,12922.81,25845.62
OC000063,SKU000137,47,5827.34,273884.98
OC000063,SKU000486,41,26244.83,1076038.03
OC000063,SKU000057,17,18274.65,310669.05
OC000063,SKU000286,50,15548.14,777407.0
OC000064,SKU000399,70,35318.18,2472272.6
OC000064,SKU000452,88,33707.64,2966272.32
OC000064,SKU000347,23,6219.61,143051.03
OC000064,SKU000438,98,3181.73,311809.54
OC000064,SKU000131,61,15338.47,935646.67
OC000065,SKU000106,76,21835.17,1659472.92
OC000066,SKU000457,8,12312.23,98497.84
OC000066,SKU000491,51,26517.94,1352414.94
OC000066,SKU000213,65,19967.17,1297866.05
OC000066,SKU000418,37,45670.16,1689795.92
OC000066,SKU000490,81,429.96,34826.76
OC000066,SKU000259,92,23041.74,2119840.08
OC000066,SKU000278,65,22581.1,1467771.5
OC000066,SKU000249,99,7863.44,778480.56
OC000067,SKU000494,82,31027.06,2544218.92
OC000068,SKU000190,11,28339.86,311738.46
OC000068,SKU000315,66,30779.0,2031414.0
OC000068,SKU000213,27,19967.17,539113.59
OC000068,SKU000408,20,14452.75,289055.0
OC000068,SKU000378,69,4593.45,316948.05
OC000068,SKU000021,42,48042.87,2017800.54
OC000068,SKU000399,51,35318.18,1801227.18
OC000068,SKU000278,76,22581.1,1716163.6
OC000068,SKU000388,82,2041.81,167428.42
OC000068,SKU000178,98,16286.3,1596057.4
OC000068,SKU000467,84,28163.06,2365697.04
OC000068,SKU000487,88,20678.37,1819696.56
OC000068,SKU000425,83,36857.23,3059150.09
OC000068,SKU000134,9,20485.03,184365.27
OC000068,SKU000418,40,45670.16,1826806.4
OC000069,SKU000148,32,20641.09,660514.88
OC000069,SKU000109,12,1532.13,18385.56
OC000069,SKU000377,56,24988.11,1399334.16
OC000069,SKU000027,15,46458.01,696870.15
OC000069,SKU000187,59,49968.74,2948155.66
OC000070,SKU000208,85,18613.47,1582144.95
OC000070,SKU000069,95,20780.61,1974157.95
OC000070,SKU000085,23,11049.14,254130.22
OC000070,SKU000441,16,40453.73,647259.68
OC000070,SKU000401,2,45615.0,91230.0
OC000070,SKU000074,91,30671.35,2791092.85
OC000070,SKU000049,18,17547.96,315863.28
OC000070,SKU000214,90,4674.5,420705.0
OC000071,SKU000344,93,36810.18,3423346.74
OC000071,SKU000374,34,14581.58,495773.72
OC000071,SKU000259,22,23041.74,506918.28
OC000071,SKU000124,48,28745.8,1379798.4
OC000071,SKU000184,17,44955.54,764244.18
OC000071,SKU000050,96,33035.66,3171423.36
OC000071,SKU000254,100,10300.71,1030071.0
OC000071,SKU000014,35,48452.91,1695851.85
OC000071,SKU000215,94,39361.05,3699938.7
OC000071,SKU000408,16,14452.75,231244.0
OC000071,SKU000490,99,429.96,42566.04
OC000071,SKU000412,4,33524.71,134098.84
OC000071,SKU000467,43,28163.06,1211011.58
OC000071,SKU000397,55,22107.82,1215930.1
OC000071,SKU000364,35,4153.02,145355.7
OC000071,SKU000388,68,2041.81,138843.08
OC000071,SKU000457,9,12312.23,110810.07
OC000071,SKU000315,34,30779.0,1046486.0
OC000071,SKU000249,92,7863.44,723436.48
OC000071,SKU000444,74,37315.64,2761357.36
OC000071,SKU000016,81,8315.39,673546.59
OC000071,SKU000178,10,16286.3,162863.0
OC000071,SKU000489,64,30929.98,1979518.72
OC000071,SKU000101,59,17425.47,1028102.73
OC000071,SKU000278,66,22581.1,1490352.6
OC000072,SKU000374,48,14581.58,699915.84
OC000072,SKU000134,21,20485.03,430185.63
OC000072,SKU000178,33,16286.3,537447.9
OC000072,SKU000050,99,33035.66,3270530.34
OC000072,SKU000135,14,11650.66,163109.24
OC000073,SKU000139,1,39652.17,39652.17
OC000073,SKU000328,6,6311.3,37867.8
OC000073,SKU000271,2,7632.77,15265.54
OC000074,SKU000189,50,1194.79,59739.5
OC000074,SKU000007,20,40394.1,807882.0
OC000074,SKU000128,23,40575.99,933247.77
OC000074,SKU000482,5,19054.0,95270.0
OC000074,SKU000175,71,11815.04,838867.84
OC000074,SKU000166,92,43493.12,4001367.04
OC000074,SKU000481,95,14830.1,1408859.5
OC000074,SKU000290,84,49998.83,4199901.72
OC000075,SKU000413,93,5099.88,474288.84
OC000075,SKU000003,41,3642.55,149344.55
OC000075,SKU000184,35,44955.54,1573443.9
OC000075,SKU000016,10,8315.39,83153.9
OC000075,SKU000221,74,8794.89,650821.86
OC000075,SKU000068,48,12317.64,591246.72
OC000075,SKU000425,16,36857.23,589715.68
OC000075,SKU000315,65,30779.0,2000635.0
OC000076,SKU000374,67,14581.58,976965.86
OC000077,SKU000037,37,41484.47,1534925.39
OC000077,SKU000001,100,6138.11,613811.0
OC000077,SKU000168,40,37260.79,1490431.6
OC000077,SKU000073,42,6753.62,283652.04
OC000077,SKU000215,12,39361.05,472332.6
OC000077,SKU000033,71,5859.89,416052.19
OC000077,SKU000195,59,45490.43,2683935.37
OC000077,SKU000129,2,6010.73,12021.46
OC000077,SKU000153,48,38023.53,1825129.44
OC000077,SKU000291,26,42236.98,1098161.48
OC000077,SKU000208,38,18613.47,707311.86
OC000077,SKU000282,73,16551.57,1208264.61
OC000077,SKU000094,39,10048.1,391875.9
OC000077,SKU000488,95,556.16,52835.2
OC000077,SKU000437,80,26322.78,2105822.4
OC000078,SKU000184,99,44955.54,4450598.46
OC000078,SKU000056,100,12810.65,1281065.0
OC000079,SKU000003,53,3642.55,193055.15
OC000080,SKU000049,2,17547.96,35095.92
OC000080,SKU000145,43,45812.03,1969917.29
OC000080,SKU000481,1,14830.1,14830.1
OC000081,SKU000434,95,11034.52,1048279.4
OC000081,SKU000195,94,45490.43,4276100.42
OC000081,SKU000226,40,42380.2,1695208.0
OC000081,SKU000420,14,9396.95,131557.3
OC000081,SKU000489,27,30929.98,835109.46
OC000081,SKU000364,68,4153.02,282405.36
OC000081,SKU000032,31,46594.63,1444433.53
OC000081,SKU000102,54,25347.44,1368761.76
OC000081,SKU000069,63,20780.61,1309178.43
OC000081,SKU000322,8,49042.88,392343.04
OC000081,SKU000028,19,31095.85,590821.15
OC000081,SKU000271,92,7632.77,702214.84
OC000081,SKU000342,36,28738.7,1034593.2
OC000081,SKU000266,12,26577.18,318926.16
OC000081,SKU000215,6,39361.05,236166.3
OC000081,SKU000320,30,12132.18,363965.4
OC000081,SKU000392,67,18481.05,1238230.35
OC000081,SKU000208,53,18613.47,986513.91
OC000081,SKU000401,90,45615.0,4105350.0
OC000081,SKU000391,48,35466.12,1702373.76
OC000081,SKU000427,59,4428.21,261264.39
OC000081,SKU000199,96,37732.16,3622287.36
OC000081,SKU000137,11,5827.34,64100.74
OC000081,SKU000413,75,5099.88,382491.0
OC000081,SKU000477,13,18046.27,234601.51
OC000082,SKU000269,76,38034.74,2890640.24
OC000082,SKU000341,73,47446.29,3463579.17
OC000083,SKU000064,41,22163.77,908714.57
OC000083,SKU000474,51,45730.62,2332261.62
OC000083,SKU000452,90,33707.64,3033687.6
OC000083,SKU000395,95,8608.55,817812.25
OC000083,SKU000322,42,49042.88,2059800.96
OC000083,SKU000153,41,38023.53,1558964.73
OC000083,SKU000096,58,35003.3,2030191.4
OC000083,SKU000145,35,45812.03,1603421.05
OC000084,SKU000244,75,1544.76,115857.0
OC000084,SKU000500,14,42281.96,591947.44
OC000085,SKU000223,60,38923.05,2335383.0
OC000085,SKU000414,41,34091.48,1397750.68
OC000085,SKU000160,53,49014.21,2597753.13
OC000085,SKU000063,16,10588.12,169409.92
OC000085,SKU000114,69,4743.36,327291.84
OC000086,SKU000046,34,9050.1,307703.4
OC000086,SKU000003,16,3642.55,58280.8
OC000087,SKU000267,78,36396.22,2838905.16
OC000087,SKU000046,6,9050.1,54300.6
OC000087,SKU000161,28,19240.94,538746.32
OC000087,SKU000416,42,37819.96,1588438.32
OC000087,SKU000388,19,2041.81,38794.39
OC000088,SKU000458,51,11793.53,601470.03
OC000089,SKU000099,23,47079.38,1082825.74
OC000090,SKU000413,58,5099.88,295793.04
OC000090,SKU000018,72,34859.92,2509914.24
OC000090,SKU000298,96,38928.39,3737125.44
OC000091,SKU000329,14,37191.05,520674.7
OC000091,SKU000376,18,9572.72,172308.96
OC000091,SKU000143,16,1390.66,22250.56
OC000091,SKU000255,2,14543.41,29086.82
OC000091,SKU000266,8,26577.18,212617.44
OC000091,SKU000109,100,1532.13,153213.0
OC000091,SKU000140,29,23488.03,681152.87
OC000091,SKU000081,17,20847.13,354401.21
OC000091,SKU000091,26,13985.01,363610.26
OC000091,SKU000026,52,19849.71,1032184.92
OC000091,SKU000063,48,10588.12,508229.76
OC000091,SKU000480,88,37088.49,3263787.12
OC000091,SKU000294,81,20601.84,1668749.04
OC000091,SKU000456,83,3457.82,286999.06
OC000091,SKU000468,11,12218.64,134405.04
OC000092,SKU000315,9,30779.0,277011.0
OC000092,SKU000344,26,36810.18,957064.68
OC000092,SKU000425,83,36857.23,3059150.09
OC000092,SKU000213,57,19967.17,1138128.69
OC000092,SKU000383,17,20089.02,341513.34
OC000092,SKU000378,12,4593.45,55121.4
OC000092,SKU000300,43,32094.83,1380077.69
OC000092,SKU000124,16,28745.8,459932.8
OC000092,SKU000486,6,26244.83,157468.98
OC000092,SKU000254,60,10300.71,618042.6
OC000092,SKU000388,7,2041.81,14292.67
OC000092,SKU000380,22,14139.68,311072.96
OC000092,SKU000457,74,12312.23,911105.02
OC000092,SKU000021,56,48042.87,2690400.72
OC000092,SKU000408,93,14452.75,1344105.75
OC000092,SKU000221,51,8794.89,448539.39
OC000092,SKU000444,64,37315.64,2388200.96
OC000092,SKU000048,4,42943.8,171775.2
OC000092,SKU000491,49,26517.94,1299379.06
OC000092,SKU000412,88,33524.71,2950174.48
OC000092,SKU000310,55,12870.6,707883.0
OC000092,SKU000278,23,22581.1,519365.3
OC000092,SKU000114,46,4743.36,218194.56
OC000092,SKU000473,28,10669.21,298737.88
OC000092,SKU000016,24,8315.39,199569.36
OC000092,SKU000397,36,22107.82,795881.52
OC000092,SKU000068,36,12317.64,443435.04
OC000092,SKU000014,58,48452.91,2810268.78
