invoice_id,order_id,invoice_date,assigned_to,processed_date,processing_days,amount,has_error,error_type
INV000041,OC000041,2024-09-01 05:21:53.643512,AN008,2024-09-04 05:21:53.643512,3,6927277.93,False,
INV000042,OC000042,2024-09-25 01:03:33.273944,AN003,2024-09-30 01:03:33.273944,5,6093640.86,False,
INV000043,OC000043,2024-07-25 23:40:36.419890,AN007,2024-07-28 23:40:36.419890,3,10297375.61,False,
INV000044,OC000044,2024-04-14 12:31:51.383613,AN002,2024-04-21 12:31:51.383613,7,5754585.01,False,
INV000045,OC000045,2024-05-05 08:40:01.126384,AN005,2024-05-06 08:40:01.126384,1,7020244.85,False,
INV000046,OC000046,2024-04-11 03:16:14.862867,AN007,2024-04-13 03:16:14.862867,2,11056694.01,True,Monto incorrecto
INV000047,OC000047,2024-01-07 04:36:44.378703,AN003,2024-01-12 04:36:44.378703,5,4685104.91,False,
INV000048,OC000048,2024-03-20 21:51:00.411620,AN006,2024-03-21 21:51:00.411620,1,6349118.26,False,
INV000049,OC000049,2024-02-02 04:31:25.848702,AN005,2024-02-04 04:31:25.848702,2,1842145.86,False,
INV000050,OC000050,2024-05-04 04:18:54.708345,AN001,2024-05-08 04:18:54.708345,4,7454701.17,False,
INV000051,OC000051,2024-03-06 13:38:38.346921,AN007,2024-03-10 13:38:38.346921,4,26480574.09,False,
INV000052,OC000052,2024-04-18 09:27:02.686333,AN007,2024-04-22 09:27:02.686333,4,2241531.92,False,
INV000053,OC000053,2024-11-15 12:04:40.818651,AN002,2024-11-17 12:04:40.818651,2,1093495.72,False,
INV000054,OC000054,2024-01-15 09:38:36.451882,AN008,2024-01-19 09:38:36.451882,4,202991.2,False,
INV000055,OC000055,2024-02-21 16:58:55.956432,AN008,2024-02-28 16:58:55.956432,7,733092.29,True,Datos faltantes
INV000056,OC000056,2024-10-11 11:36:14.168996,AN008,2024-10-12 11:36:14.168996,1,5306491.06,False,
INV000057,OC000057,2024-05-31 03:07:11.974529,AN001,2024-06-02 03:07:11.974529,2,4292961.54,False,
INV000059,OC000059,2024-06-01 21:51:33.020574,AN001,2024-06-03 21:51:33.020574,2,1138753.26,False,
INV000060,OC000060,2024-09-11 18:29:07.021364,AN007,2024-09-15 18:29:07.021364,4,4877260.73,False,
INV000061,OC000061,2024-08-09 09:20:16.413160,AN004,2024-08-16 09:20:16.413160,7,6691768.52,False,
INV000062,OC000062,2024-07-04 17:09:28.731045,AN004,2024-07-09 17:09:28.731045,5,14620450.32,False,
INV000064,OC000064,2024-07-09 17:47:46.237213,AN006,2024-07-13 17:47:46.237213,4,8474106.61,False,
INV000065,OC000065,2024-07-05 10:29:27.755727,AN005,2024-07-06 10:29:27.755727,1,1764860.26,False,
INV000067,OC000067,2024-07-23 19:31:48.702190,AN005,2024-07-24 19:31:48.702190,1,2944457.54,False,
INV000068,OC000068,2024-11-15 13:00:38.225488,AN007,2024-11-18 13:00:38.225488,3,23845459.53,False,
INV000069,OC000069,2024-04-29 22:54:57.365863,AN006,2024-05-04 22:54:57.365863,5,6710290.23,False,
INV000072,OC000072,2024-05-16 23:17:41.929801,AN004,2024-05-19 23:17:41.929801,3,6268614.83,False,
INV000074,OC000074,2024-09-20 18:59:35.785754,AN005,2024-09-22 18:59:35.785754,2,13997826.3,False,
INV000075,OC000075,2024-05-07 20:21:05.295404,AN001,2024-05-09 20:21:05.295404,2,7241443.92,False,
INV000077,OC000077,2024-05-14 11:44:22.798039,AN001,2024-05-21 11:44:22.798039,7,16364124.19,False,
INV000078,OC000078,2024-12-30 19:21:45.782183,AN001,2025-01-06 19:21:45.782183,7,6242265.75,False,
INV000079,OC000079,2024-09-08 01:08:22.598362,AN004,2024-09-09 01:08:22.598362,1,203631.11,False,
INV000082,OC000082,2024-02-20 22:14:56.010429,AN006,2024-02-23 22:14:56.010429,3,6751082.18,False,
INV000083,OC000083,2024-12-16 01:44:15.347034,AN003,2024-12-23 01:44:15.347034,7,15732320.69,False,
INV000084,OC000084,2024-02-02 19:34:47.494101,AN005,2024-02-03 19:34:47.494101,1,765194.72,False,
INV000085,OC000085,2024-02-21 15:49:59.930495,AN002,2024-02-27 15:49:59.930495,6,7658215.85,False,
INV000086,OC000086,2024-06-06 01:23:46.199578,AN003,2024-06-12 01:23:46.199578,6,390901.93,False,
INV000087,OC000087,2024-07-02 11:13:15.792332,AN003,2024-07-06 11:13:15.792332,4,5404436.62,False,
INV000088,OC000088,2024-09-26 04:02:15.206156,AN003,2024-10-02 04:02:15.206156,6,693309.65,False,
INV000090,OC000090,2024-10-28 09:45:47.103767,AN008,2024-11-02 09:45:47.103767,5,7589844.15,False,
INV000091,OC000091,2024-02-12 00:18:17.062937,AN005,2024-02-18 00:18:17.062937,6,10969050.56,False,
INV000092,OC000092,2024-07-01 18:39:04.559511,AN003,2024-07-02 18:39:04.559511,1,57815743.11,False,
INV000093,OC000093,2024-05-15 23:40:25.851796,AN002,2024-05-20 23:40:25.851796,5,19756952.92,False,
INV000094,OC000094,2024-07-16 15:18:33.971099,AN002,2024-07-19 15:18:33.971099,3,2444489.66,False,
INV000095,OC000095,2024-03-20 04:07:50.943733,AN006,2024-03-26 04:07:50.943733,6,1280249.59,False,
INV000096,OC000096,2024-07-27 23:14:18.529146,AN008,2024-08-03 23:14:18.529146,7,7292588.19,False,
INV000097,OC000097,2024-05-07 14:18:56.010974,AN001,2024-05-09 14:18:56.010974,2,15417747.33,True,Monto incorrecto
INV000098,OC000098,2024-06-25 04:16:54.801165,AN008,2024-06-30 04:16:54.801165,5,1023143.87,False,
INV000099,OC000099,2024-11-05 02:52:20.850504,AN007,2024-11-10 02:52:20.850504,5,982026.75,True,Monto incorrecto
INV000100,OC000100,2024-07-03 03:13:31.626668,AN004,2024-07-06 03:13:31.626668,3,1838504.44,False,
INV000101,OC000101,2024-02-13 01:44:46.071501,AN007,2024-02-20 01:44:46.071501,7,9184332.4,False,
INV000102,OC000102,2024-04-12 13:31:34.390606,AN003,2024-04-15 13:31:34.390606,3,3772036.87,False,
INV000103,OC000103,2024-12-28 14:38:42.605478,AN005,2024-12-29 14:38:42.605478,1,28365970.89,False,
INV000104,OC000104,2024-09-10 00:21:12.487342,AN003,2024-09-12 00:21:12.487342,2,3573279.43,False,
INV000107,OC000107,2024-08-23 02:30:07.902636,AN008,2024-08-25 02:30:07.902636,2,24592200.9,False,
INV000108,OC000108,2024-07-15 19:00:07.908220,AN001,2024-07-17 19:00:07.908220,2,1917896.93,False,
INV000109,OC000109,2024-04-29 15:31:47.233468,AN005,2024-04-30 15:31:47.233468,1,23005819.73,False,
INV000110,OC000110,2024-08-24 14:01:35.319594,AN003,2024-08-30 14:01:35.319594,6,190756.41,False,
INV000111,OC000111,2024-10-19 01:33:14.273097,AN001,2024-10-26 01:33:14.273097,7,2633394.85,False,
INV000112,OC000112,2024-10-26 21:39:24.854873,AN001,2024-10-31 21:39:24.854873,5,6938739.72,False,
INV000114,OC000114,2024-10-16 07:38:34.461053,AN002,2024-10-19 07:38:34.461053,3,11929409.78,False,
INV000117,OC000117,2024-01-25 08:49:36.205816,AN007,2024-01-27 08:49:36.205816,2,348817.78,False,
INV000120,OC000120,2024-12-18 20:41:36.556472,AN003,2024-12-23 20:41:36.556472,5,30856570.69,False,
INV000121,OC000121,2024-01-29 18:54:08.878884,AN003,2024-02-01 18:54:08.878884,3,3232911.07,False,
INV000122,OC000122,2024-05-03 13:38:24.433739,AN004,2024-05-08 13:38:24.433739,5,16371076.07,False,
INV000124,OC000124,2024-10-06 06:45:37.604011,AN001,2024-10-08 06:45:37.604011,2,2768181.87,False,
INV000126,OC000126,2024-09-30 23:56:16.534965,AN002,2024-10-07 23:56:16.534965,7,22977760.7,False,
INV000127,OC000127,2024-03-03 23:13:37.232874,AN006,2024-03-08 23:13:37.232874,5,4754994.35,False,
INV000130,OC000130,2024-12-15 05:02:47.691907,AN002,2024-12-22 05:02:47.691907,7,18944053.72,False,
INV000131,OC000131,2024-10-02 13:14:51.838888,AN005,2024-10-07 13:14:51.838888,5,1165126.08,False,
INV000133,OC000133,2024-02-03 02:22:49.255515,AN004,2024-02-09 02:22:49.255515,6,1380973.39,False,
INV000134,OC000134,2024-01-07 07:51:05.680953,AN006,2024-01-14 07:51:05.680953,7,6033671.15,False,
INV000135,OC000135,2024-04-25 07:28:08.787461,AN004,2024-05-02 07:28:08.787461,7,9244972.78,False,
INV000136,OC000136,2024-11-17 08:54:18.212828,AN006,2024-11-22 08:54:18.212828,5,8715371.43,False,
INV000137,OC000137,2024-01-07 10:40:11.210886,AN003,2024-01-14 10:40:11.210886,7,22553647.63,False,
INV000139,OC000139,2024-09-04 12:45:16.205833,AN006,2024-09-11 12:45:16.205833,7,1764798.79,False,
INV000140,OC000140,2024-12-31 12:49:41.861076,AN005,2025-01-02 12:49:41.861076,2,16229584.53,False,
INV000141,OC000141,2024-06-25 08:42:27.387841,AN008,2024-06-27 08:42:27.387841,2,10168443.83,False,
INV000142,OC000142,2024-03-30 16:11:56.221964,AN003,2024-04-03 16:11:56.221964,4,2827070.78,False,
INV000143,OC000143,2024-06-20 00:44:46.891516,AN002,2024-06-24 00:44:46.891516,4,25452707.38,False,
INV000144,OC000144,2024-04-26 16:08:17.769657,AN004,2024-04-29 16:08:17.769657,3,284877.85,False,
INV000145,OC000145,2024-11-26 01:52:30.813883,AN004,2024-11-30 01:52:30.813883,4,12812440.54,False,
INV000147,OC000147,2024-12-21 00:23:43.120744,AN004,2024-12-27 00:23:43.120744,6,3492617.43,False,
INV000149,OC000149,2024-08-23 15:56:14.677728,AN001,2024-08-27 15:56:14.677728,4,14120048.9,False,
INV000150,OC000150,2024-10-11 13:34:32.903713,AN002,2024-10-16 13:34:32.903713,5,5085862.95,False,
INV000151,OC000151,2024-03-05 10:14:23.043164,AN006,2024-03-09 10:14:23.043164,4,8686813.69,False,
INV000152,OC000152,2024-01-20 19:09:51.150070,AN005,2024-01-21 19:09:51.150070,1,72013117.2,False,
INV000153,OC000153,2024-03-07 01:02:41.795988,AN004,2024-03-13 01:02:41.795988,6,509377.24,False,
INV000154,OC000154,2024-11-15 09:43:12.109682,AN002,2024-11-22 09:43:12.109682,7,4170460.29,False,
INV000155,OC000155,2024-06-19 16:05:23.454426,AN002,2024-06-22 16:05:23.454426,3,1071619.23,False,
INV000156,OC000156,2024-05-23 03:02:30.644072,AN001,2024-05-29 03:02:30.644072,6,1894519.48,False,
INV000159,OC000159,2024-07-29 12:55:39.122161,AN003,2024-08-02 12:55:39.122161,4,3679891.05,False,
INV000160,OC000160,2024-05-17 01:08:00.685078,AN006,2024-05-23 01:08:00.685078,6,6543723.76,True,SKU incorrecto
INV000161,OC000161,2024-11-22 01:47:26.552276,AN006,2024-11-23 01:47:26.552276,1,4922352.08,False,
INV000163,OC000163,2024-11-15 20:25:40.982882,AN003,2024-11-16 20:25:40.982882,1,1663474.94,True,SKU incorrecto
INV000165,OC000165,2024-01-04 18:18:29.336928,AN002,2024-01-10 18:18:29.336928,6,418725.87,False,
INV000167,OC000167,2024-06-14 02:46:29.796581,AN004,2024-06-17 02:46:29.796581,3,46262155.54,False,
INV000168,OC000168,2024-09-01 21:09:59.392497,AN006,2024-09-04 21:09:59.392497,3,5040050.59,False,
INV000170,OC000170,2024-08-09 04:49:28.823729,AN005,2024-08-15 04:49:28.823729,6,10469824.83,False,
INV000175,OC000175,2024-11-03 16:24:48.992694,AN003,2024-11-09 16:24:48.992694,6,7376484.51,False,
INV000176,OC000176,2024-10-26 05:26:12.318810,AN004,2024-10-29 05:26:12.318810,3,2091468.63,True,Monto incorrecto
INV000177,OC000177,2024-06-27 15:09:44.624871,AN007,2024-06-29 15:09:44.624871,2,5865743.59,False,
INV000180,OC000180,2024-02-03 16:20:05.298639,AN006,2024-02-04 16:20:05.298639,1,3219680.64,False,
INV000181,OC000181,2024-02-02 17:28:32.346681,AN002,2024-02-05 17:28:32.346681,3,26931637.44,False,
INV000182,OC000182,2024-04-23 20:53:18.066044,AN003,2024-04-28 20:53:18.066044,5,35925407.11,False,
INV000183,OC000183,2024-05-01 05:16:23.247232,AN006,2024-05-06 05:16:23.247232,5,21113911.6,False,
INV000184,OC000184,2024-08-23 22:34:38.836570,AN002,2024-08-26 22:34:38.836570,3,3489636.13,False,
INV000185,OC000185,2024-05-08 08:40:18.484415,AN001,2024-05-11 08:40:18.484415,3,69582098.69,False,
INV000187,OC000187,2024-02-11 00:49:43.460793,AN007,2024-02-18 00:49:43.460793,7,54155105.96,False,
INV000188,OC000188,2024-07-21 17:46:20.144170,AN006,2024-07-26 17:46:20.144170,5,2246591.57,False,
INV000189,OC000189,2024-08-22 13:53:07.590512,AN001,2024-08-28 13:53:07.590512,6,965075.2,False,
INV000190,OC000190,2024-07-11 04:12:52.436462,AN007,2024-07-17 04:12:52.436462,6,1610739.17,False,
INV000191,OC000191,2024-11-13 09:48:59.801476,AN001,2024-11-18 09:48:59.801476,5,4204226.12,False,
INV000192,OC000192,2024-04-16 00:32:02.327692,AN008,2024-04-19 00:32:02.327692,3,11331126.91,False,
INV000193,OC000193,2024-12-13 05:22:04.782954,AN003,2024-12-17 05:22:04.782954,4,1298450.23,True,Datos faltantes
INV000195,OC000195,2024-05-28 06:18:53.621245,AN008,2024-06-04 06:18:53.621245,7,1788224.69,False,
INV000197,OC000197,2024-12-16 07:09:00.654604,AN003,2024-12-18 07:09:00.654604,2,4573338.28,False,
INV000198,OC000198,2024-03-06 17:18:29.356035,AN004,2024-03-11 17:18:29.356035,5,1201009.21,False,
INV000199,OC000199,2024-11-15 21:44:27.522356,AN005,2024-11-18 21:44:27.522356,3,3321069.05,False,
INV000200,OC000200,2024-12-26 03:10:59.147830,AN001,2024-12-27 03:10:59.147830,1,3836345.26,False,
INV000201,OC000201,2024-07-14 12:49:39.155370,AN003,2024-07-20 12:49:39.155370,6,1899407.24,False,
INV000202,OC000202,2024-09-21 13:33:51.231238,AN002,2024-09-25 13:33:51.231238,4,22312250.6,False,
INV000203,OC000203,2024-06-14 09:50:10.932046,AN006,2024-06-17 09:50:10.932046,3,5218273.11,False,
INV000204,OC000204,2024-10-05 05:23:09.378003,AN002,2024-10-11 05:23:09.378003,6,33997838.98,False,
INV000205,OC000205,2024-07-10 18:59:35.473067,AN006,2024-07-17 18:59:35.473067,7,747591.35,False,
INV000206,OC000206,2024-11-12 04:58:12.032525,AN007,2024-11-19 04:58:12.032525,7,1394502.46,False,
INV000207,OC000207,2024-09-27 17:25:38.190168,AN004,2024-10-03 17:25:38.190168,6,31094675.6,False,
INV000208,OC000208,2024-07-22 21:36:15.980860,AN004,2024-07-26 21:36:15.980860,4,30331190.11,False,
INV000209,OC000209,2024-05-14 09:02:35.856492,AN001,2024-05-20 09:02:35.856492,6,17603871.1,False,
INV000210,OC000210,2024-10-16 01:17:00.497452,AN006,2024-10-20 01:17:00.497452,4,8025434.86,False,
INV000211,OC000211,2024-07-01 04:41:31.029139,AN002,2024-07-08 04:41:31.029139,7,3087402.34,False,
INV000214,OC000214,2024-05-08 16:59:42.461890,AN005,2024-05-10 16:59:42.461890,2,14028997.34,False,
INV000216,OC000216,2024-09-27 11:11:16.922386,AN004,2024-10-03 11:11:16.922386,6,25517006.55,False,
INV000217,OC000217,2024-02-22 08:52:01.641543,AN008,2024-02-26 08:52:01.641543,4,75837757.45,False,
INV000219,OC000219,2024-01-15 18:16:32.957989,AN004,2024-01-17 18:16:32.957989,2,63181142.22,False,
INV000220,OC000220,2024-05-22 21:09:20.800375,AN002,2024-05-23 21:09:20.800375,1,2097191.54,False,
INV000221,OC000221,2024-08-28 09:08:30.925869,AN002,2024-08-30 09:08:30.925869,2,1958680.25,False,
INV000222,OC000222,2024-10-13 15:33:20.986050,AN007,2024-10-15 15:33:20.986050,2,15852784.71,False,
INV000223,OC000223,2024-03-31 06:28:54.815647,AN002,2024-04-04 06:28:54.815647,4,7061432.97,False,
INV000224,OC000224,2024-02-21 13:17:36.391981,AN006,2024-02-23 13:17:36.391981,2,2681821.57,False,
INV000225,OC000225,2024-11-27 06:25:51.305489,AN005,2024-11-29 06:25:51.305489,2,775178.58,False,
INV000226,OC000226,2024-01-29 04:47:30.747441,AN001,2024-02-05 04:47:30.747441,7,8141138.46,False,
INV000227,OC000227,2024-11-30 07:13:17.387693,AN002,2024-12-02 07:13:17.387693,2,3747358.86,False,
INV000228,OC000228,2024-02-04 04:53:52.183661,AN003,2024-02-07 04:53:52.183661,3,11732464.72,False,
INV000229,OC000229,2024-08-04 04:15:44.094501,AN008,2024-08-09 04:15:44.094501,5,6862654.94,True,Monto incorrecto
INV000231,OC000231,2024-09-09 10:00:15.369699,AN008,2024-09-15 10:00:15.369699,6,408563.87,False,
INV000232,OC000232,2024-09-19 10:34:26.342780,AN007,2024-09-21 10:34:26.342780,2,3022718.57,False,
INV000233,OC000233,2024-10-01 20:44:53.547478,AN002,2024-10-02 20:44:53.547478,1,1151170.21,False,
INV000234,OC000234,2024-01-10 02:10:38.896435,AN005,2024-01-11 02:10:38.896435,1,2098494.24,False,
INV000236,OC000236,2024-09-19 11:36:06.918575,AN003,2024-09-26 11:36:06.918575,7,14967023.82,False,
INV000241,OC000241,2024-03-13 02:50:04.766975,AN005,2024-03-16 02:50:04.766975,3,11690646.36,False,
INV000243,OC000243,2024-08-04 05:37:01.787385,AN002,2024-08-05 05:37:01.787385,1,6809655.48,False,
INV000244,OC000244,2024-09-25 23:39:49.528533,AN006,2024-10-01 23:39:49.528533,6,4389963.91,True,SKU incorrecto
INV000245,OC000245,2024-03-12 00:34:51.102778,AN006,2024-03-17 00:34:51.102778,5,836420.36,False,
INV000246,OC000246,2024-12-07 05:02:39.215225,AN003,2024-12-12 05:02:39.215225,5,11388327.5,False,
INV000247,OC000247,2024-12-05 19:19:00.174909,AN005,2024-12-12 19:19:00.174909,7,8622783.18,False,
INV000249,OC000249,2024-02-24 21:47:54.305187,AN008,2024-02-26 21:47:54.305187,2,5671143.47,False,
INV000250,OC000250,2024-03-28 14:18:40.859464,AN006,2024-04-04 14:18:40.859464,7,2996350.71,False,
INV000252,OC000252,2024-03-03 04:09:49.194517,AN006,2024-03-08 04:09:49.194517,5,4278499.96,False,
INV000254,OC000254,2024-07-06 04:12:09.092484,AN001,2024-07-12 04:12:09.092484,6,6776072.75,True,Monto incorrecto
INV000255,OC000255,2024-10-01 04:15:33.454846,AN002,2024-10-03 04:15:33.454846,2,2147355.37,False,
INV000256,OC000256,2024-12-27 08:12:43.468971,AN003,2024-12-30 08:12:43.468971,3,8562028.5,False,
INV000257,OC000257,2024-01-12 16:17:05.528401,AN003,2024-01-13 16:17:05.528401,1,1316009.21,False,
INV000259,OC000259,2024-06-20 05:20:48.825868,AN002,2024-06-27 05:20:48.825868,7,7252130.98,False,
INV000261,OC000261,2024-02-14 18:10:44.452253,AN002,2024-02-18 18:10:44.452253,4,230893.14,False,
INV000262,OC000262,2024-11-30 12:37:23.568632,AN004,2024-12-03 12:37:23.568632,3,5719578.21,False,
INV000264,OC000264,2024-01-27 09:01:28.246788,AN004,2024-02-02 09:01:28.246788,6,5832362.7,False,
INV000265,OC000265,2024-01-28 09:29:30.486554,AN005,2024-01-29 09:29:30.486554,1,1429683.59,False,
INV000266,OC000266,2024-05-31 16:12:24.309862,AN006,2024-06-04 16:12:24.309862,4,6882802.58,False,
INV000267,OC000267,2024-04-04 10:44:58.865207,AN002,2024-04-08 10:44:58.865207,4,2508283.6,False,
INV000271,OC000271,2024-10-16 05:40:27.708636,AN008,2024-10-22 05:40:27.708636,6,163920.07,False,
INV000276,OC000276,2024-11-03 15:47:35.745343,AN006,2024-11-09 15:47:35.745343,6,5214894.98,False,
INV000277,OC000277,2024-02-04 11:53:03.893370,AN006,2024-02-11 11:53:03.893370,7,2303049.66,False,
INV000278,OC000278,2024-01-04 03:23:58.995511,AN008,2024-01-10 03:23:58.995511,6,1783419.03,False,
INV000279,OC000279,2024-12-15 21:40:51.830886,AN006,2024-12-18 21:40:51.830886,3,4029181.35,False,
INV000281,OC000281,2024-06-26 02:15:28.549339,AN003,2024-06-30 02:15:28.549339,4,19810330.33,False,
INV000282,OC000282,2024-08-31 20:28:21.610265,AN005,2024-09-06 20:28:21.610265,6,3407800.25,False,
INV000284,OC000284,2024-10-16 07:29:09.747344,AN002,2024-10-19 07:29:09.747344,3,30497029.51,False,
INV000285,OC000285,2024-11-12 05:51:21.721630,AN007,2024-11-13 05:51:21.721630,1,9994495.48,False,
INV000287,OC000287,2024-07-03 15:56:38.082749,AN007,2024-07-07 15:56:38.082749,4,1418976.44,False,
INV000288,OC000288,2024-12-13 17:06:08.491411,AN006,2024-12-19 17:06:08.491411,6,18322365.78,False,
INV000289,OC000289,2024-03-18 08:31:43.481138,AN004,2024-03-21 08:31:43.481138,3,1291068.88,False,
INV000290,OC000290,2024-03-25 22:30:12.707775,AN007,2024-04-01 22:30:12.707775,7,15208864.96,True,SKU incorrecto
INV000291,OC000291,2024-10-22 13:02:24.285500,AN008,2024-10-29 13:02:24.285500,7,11334624.77,False,
INV000292,OC000292,2024-04-05 10:58:57.285772,AN008,2024-04-07 10:58:57.285772,2,2588200.87,False,
INV000293,OC000293,2024-07-05 03:38:39.780983,AN005,2024-07-12 03:38:39.780983,7,2701947.02,False,
INV000294,OC000294,2024-04-05 01:08:22.137063,AN006,2024-04-12 01:08:22.137063,7,11524280.05,False,
INV000295,OC000295,2024-05-21 05:06:56.191140,AN001,2024-05-28 05:06:56.191140,7,242293.3,False,
INV000297,OC000297,2024-04-19 21:38:55.552226,AN008,2024-04-24 21:38:55.552226,5,4853735.72,False,
INV000298,OC000298,2024-05-02 17:07:41.550837,AN001,2024-05-09 17:07:41.550837,7,2821186.11,False,
INV000299,OC000299,2024-04-29 18:12:20.823977,AN006,2024-05-04 18:12:20.823977,5,12080028.72,False,
INV000300,OC000300,2024-04-13 09:09:30.074461,AN004,2024-04-16 09:09:30.074461,3,25433021.57,False,
INV000303,OC000303,2024-11-07 05:35:30.550714,AN005,2024-11-09 05:35:30.550714,2,5210716.6,False,
INV000304,OC000304,2024-01-07 17:35:22.117383,AN006,2024-01-11 17:35:22.117383,4,1383028.82,False,
INV000305,OC000305,2024-03-07 20:10:37.343182,AN007,2024-03-08 20:10:37.343182,1,27653547.63,False,
INV000306,OC000306,2024-07-24 22:03:53.050077,AN007,2024-07-26 22:03:53.050077,2,3788288.08,False,
INV000307,OC000307,2024-12-13 07:02:33.989043,AN002,2024-12-20 07:02:33.989043,7,12087443.73,False,
INV000308,OC000308,2024-12-21 06:54:22.303398,AN002,2024-12-26 06:54:22.303398,5,3547704.58,False,
INV000309,OC000309,2024-06-15 08:30:35.560886,AN004,2024-06-18 08:30:35.560886,3,757975.89,False,
INV000313,OC000313,2024-08-07 12:49:14.259001,AN002,2024-08-09 12:49:14.259001,2,10570995.3,False,
INV000314,OC000314,2024-12-17 19:46:53.248610,AN001,2024-12-24 19:46:53.248610,7,62982017.38,False,
INV000317,OC000317,2024-01-22 06:06:44.745539,AN003,2024-01-26 06:06:44.745539,4,2854005.67,False,
INV000318,OC000318,2024-12-28 05:13:47.878953,AN005,2025-01-01 05:13:47.878953,4,2268663.39,False,
INV000319,OC000319,2024-11-22 23:31:16.525244,AN004,2024-11-25 23:31:16.525244,3,3263095.12,False,
INV000321,OC000321,2024-01-17 21:15:13.369883,AN005,2024-01-19 21:15:13.369883,2,5475577.58,False,
INV000322,OC000322,2024-02-12 23:15:38.446836,AN008,2024-02-13 23:15:38.446836,1,2832526.06,False,
INV000324,OC000324,2024-12-20 18:03:48.514245,AN007,2024-12-25 18:03:48.514245,5,3153591.75,False,
INV000325,OC000325,2024-04-09 16:49:07.695851,AN002,2024-04-16 16:49:07.695851,7,32209653.0,False,
INV000326,OC000326,2024-07-31 20:35:22.489181,AN006,2024-08-04 20:35:22.489181,4,8214311.09,False,
INV000328,OC000328,2024-01-22 13:31:13.021841,AN001,2024-01-24 13:31:13.021841,2,1124342.91,False,
INV000329,OC000329,2024-03-10 22:54:26.229454,AN005,2024-03-12 22:54:26.229454,2,6261460.79,False,
INV000330,OC000330,2025-01-03 10:46:27.189763,AN004,2025-01-08 10:46:27.189763,5,219368.16,True,Monto incorrecto
INV000331,OC000331,2024-07-26 22:42:46.451674,AN003,2024-08-02 22:42:46.451674,7,4777070.73,False,
INV000332,OC000332,2024-11-22 18:07:02.473572,AN001,2024-11-23 18:07:02.473572,1,4325390.55,False,
INV000333,OC000333,2024-08-26 10:35:17.105146,AN002,2024-08-27 10:35:17.105146,1,3872921.87,False,
INV000335,OC000335,2024-11-26 01:07:03.293531,AN004,2024-12-02 01:07:03.293531,6,3143578.71,False,
